0 	 0.641867
1 	 0.583422
2 	 0.541511
3 	 0.509400
4 	 0.485644
5 	 0.467711
6 	 0.455400
7 	 0.446311
8 	 0.440000
9 	 0.436000
10 	 0.434956
11 	 0.436400
12 	 0.439667
13 	 0.443311
14 	 0.445400
15 	 0.447133
16 	 0.448800
17 	 0.448289
18 	 0.444778
19 	 0.440644
20 	 0.436533
21 	 0.432711
22 	 0.429267
23 	 0.427200
24 	 0.426267
25 	 0.425667
26 	 0.425667
27 	 0.425667
28 	 0.425844
29 	 0.427089
30 	 0.428533
31 	 0.430600
32 	 0.433711
33 	 0.436200
34 	 0.437800
35 	 0.438156
36 	 0.438311
37 	 0.437822
38 	 0.435311
39 	 0.431822
40 	 0.428867
41 	 0.426511
42 	 0.423933
43 	 0.422422
44 	 0.423267
45 	 0.424400
46 	 0.425689
47 	 0.426356
48 	 0.427222
49 	 0.426822
50 	 0.426067
51 	 0.425667
52 	 0.425111
53 	 0.425578
54 	 0.424956
55 	 0.425244
56 	 0.425000
57 	 0.424267
58 	 0.423244
59 	 0.422489
